,price_classification,actual_price,discounted_price,rating_classification,category0,category1,percent
285,more than 500,800.0,99.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.87625
286,more than 500,35000.0,18999.0,Fair,Electronics,"HomeTheater,TV&Video",-0.45717142857142856
287,more than 500,999.0,249.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7507507507507507
288,more than 500,15999.0,7999.0,Fair,Electronics,"HomeTheater,TV&Video",-0.500031251953247
289,more than 500,1600.0,649.0,Good,Computers&Accessories,Accessories&Peripherals,-0.594375
290,more than 500,2499.0,1289.0,Fair,Electronics,"HomeTheater,TV&Video",-0.4841936774709884
291,more than 500,1500.0,609.0,Good,Electronics,"HomeTheater,TV&Video",-0.594
292,more than 500,54990.0,32990.0,Good,Electronics,"HomeTheater,TV&Video",-0.4000727404982724
293,more than 500,1999.0,599.0,Good,Electronics,"HomeTheater,TV&Video",-0.7003501750875438
294,more than 500,899.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6117908787541713
295,more than 500,50999.0,29999.0,Good,Electronics,"HomeTheater,TV&Video",-0.4117727798584286
296,between 50 and 500,399.0,199.0,Good,Electronics,"HomeTheater,TV&Video",-0.5012531328320802
297,more than 500,699.0,349.0,Fair,Electronics,"HomeTheater,TV&Video",-0.5007153075822603
298,more than 500,4500.0,1850.0,Fair,Electronics,"HomeTheater,TV&Video",-0.5888888888888889
299,more than 500,28900.0,13990.0,Good,Electronics,"HomeTheater,TV&Video",-0.5159169550173011
300,between 50 and 500,449.0,129.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7126948775055679
301,more than 500,999.0,379.0,Good,Electronics,"HomeTheater,TV&Video",-0.6206206206206206
302,between 50 and 500,499.0,185.0,Good,Electronics,"HomeTheater,TV&Video",-0.6292585170340681
303,more than 500,999.0,218.0,Good,Computers&Accessories,NetworkingDevices,-0.7817817817817818
304,more than 500,999.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
305,more than 500,900.0,499.0,Good,Electronics,"HomeTheater,TV&Video",-0.44555555555555554
306,more than 500,42999.0,26999.0,Good,Electronics,"HomeTheater,TV&Video",-0.372101676783181
307,more than 500,1052.0,893.0,Good,Electronics,"HomeTheater,TV&Video",-0.15114068441064638
308,more than 500,19990.0,10990.0,Fair,Electronics,"HomeTheater,TV&Video",-0.4502251125562781
309,more than 500,1099.0,379.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6551410373066424
310,more than 500,25999.0,16999.0,Good,Electronics,"HomeTheater,TV&Video",-0.3461671602753952
311,more than 500,1899.0,699.0,Good,Electronics,"HomeTheater,TV&Video",-0.631911532385466
312,more than 500,3500.0,2699.0,Fair,Electronics,"HomeTheater,TV&Video",-0.22885714285714287
313,more than 500,599.0,129.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7846410684474123
314,more than 500,999.0,389.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6106106106106106
315,more than 500,600.0,246.0,Good,Electronics,"HomeTheater,TV&Video",-0.59
316,more than 500,799.0,299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6257822277847309
317,between 50 and 500,399.0,247.0,Fair,Electronics,"HomeTheater,TV&Video",-0.38095238095238093
318,more than 500,2999.0,1369.0,Fair,Electronics,"HomeTheater,TV&Video",-0.543514504834945
319,between 50 and 500,499.0,199.0,Fair,Electronics,"HomeTheater,TV&Video",-0.6012024048096193
320,more than 500,599.0,299.0,Fair,Electronics,"HomeTheater,TV&Video",-0.5008347245409015
321,more than 500,14999.0,14999.0,Good,Electronics,"HomeTheater,TV&Video",0.0
322,more than 500,699.0,299.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5722460658082976
323,more than 500,51990.0,24990.0,Good,Electronics,"HomeTheater,TV&Video",-0.51933064050779
324,more than 500,999.0,249.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.7507507507507507
325,more than 500,69999.0,61999.0,Good,Electronics,"HomeTheater,TV&Video",-0.11428734696209945
326,more than 500,50000.0,24499.0,Fair,Electronics,"HomeTheater,TV&Video",-0.51002
327,more than 500,19499.0,10499.0,Good,Electronics,"HomeTheater,TV&Video",-0.4615621313913534
328,more than 500,999.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6506506506506506
329,between 50 and 500,499.0,197.0,Fair,Electronics,"HomeTheater,TV&Video",-0.6052104208416834
330,more than 500,2499.0,1299.0,Good,Electronics,"HomeTheater,TV&Video",-0.4801920768307323
331,more than 500,1899.0,1519.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2001053185887309
332,more than 500,69999.0,46999.0,Good,Electronics,"HomeTheater,TV&Video",-0.32857612251603596
333,more than 500,799.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6257822277847309
334,more than 500,19999.0,1799.0,Good,Electronics,WearableTechnology,-0.9100455022751137
335,more than 500,9999.0,1998.0,Good,Electronics,WearableTechnology,-0.8001800180018002
336,more than 500,7990.0,1999.0,Fair,Electronics,WearableTechnology,-0.7498122653316646
337,more than 500,2199.0,2049.0,Good,Electronics,Mobiles&Accessories,-0.06821282401091405
338,more than 500,8999.0,6499.0,Fair,Electronics,Mobiles&Accessories,-0.277808645405045
339,more than 500,28999.0,28999.0,Good,Electronics,Mobiles&Accessories,0.0
340,more than 500,28999.0,28999.0,Good,Electronics,Mobiles&Accessories,0.0
341,more than 500,8999.0,6499.0,Fair,Electronics,Mobiles&Accessories,-0.277808645405045
342,more than 500,8999.0,6499.0,Fair,Electronics,Mobiles&Accessories,-0.277808645405045
343,more than 500,1000.0,569.0,Good,Electronics,Accessories,-0.431
344,more than 500,4999.0,1898.0,Good,Electronics,WearableTechnology,-0.6203240648129625
345,more than 500,1599.0,1299.0,Fair,Electronics,Mobiles&Accessories,-0.18761726078799248
346,more than 500,6990.0,1499.0,Fair,Electronics,WearableTechnology,-0.7855507868383405
347,more than 500,999.0,599.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.4004004004004004
348,more than 500,11999.0,9499.0,Good,Electronics,Mobiles&Accessories,-0.20835069589132427
349,more than 500,2499.0,599.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.7603041216486595
350,more than 500,11999.0,8999.0,Fair,Electronics,Mobiles&Accessories,-0.2500208350695891
351,more than 500,1299.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.7313317936874519
352,more than 500,999.0,349.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6506506506506506
353,more than 500,1800.0,959.0,Good,Electronics,Accessories,-0.4672222222222222
354,more than 500,11999.0,9499.0,Good,Electronics,Mobiles&Accessories,-0.20835069589132427
355,more than 500,2499.0,1499.0,Good,Electronics,Mobiles&Accessories,-0.4001600640256102
356,more than 500,2199.0,1149.0,Good,Electronics,Mobiles&Accessories,-0.47748976807639837
357,more than 500,999.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.6506506506506506
358,more than 500,1699.0,1219.0,Good,Electronics,Mobiles&Accessories,-0.28251912889935255
359,more than 500,3999.0,1599.0,Fair,Electronics,WearableTechnology,-0.6001500375093773
360,more than 500,7999.0,1499.0,Good,Electronics,WearableTechnology,-0.8126015751968996
361,more than 500,25999.0,18499.0,Good,Electronics,Mobiles&Accessories,-0.2884726335628293
362,more than 500,700.0,369.0,Good,Electronics,Accessories,-0.47285714285714286
363,more than 500,17999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.27779321073392965
364,more than 500,19999.0,1799.0,Good,Electronics,WearableTechnology,-0.9100455022751137
365,more than 500,9999.0,2199.0,Good,Electronics,WearableTechnology,-0.7800780078007801
366,more than 500,24999.0,16999.0,Good,Electronics,Mobiles&Accessories,-0.32001280051202047
367,more than 500,20999.0,16499.0,Fair,Electronics,Mobiles&Accessories,-0.21429591885327873
368,more than 500,19999.0,1799.0,Good,Electronics,WearableTechnology,-0.9100455022751137
369,more than 500,1099.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6369426751592356
370,more than 500,10999.0,8499.0,Good,Electronics,Mobiles&Accessories,-0.22729339030820983
371,more than 500,8499.0,6499.0,Good,Electronics,Mobiles&Accessories,-0.23532180256500765
372,more than 500,19999.0,1799.0,Good,Electronics,WearableTechnology,-0.9100455022751137
373,more than 500,11999.0,8999.0,Fair,Electronics,Mobiles&Accessories,-0.2500208350695891
374,between 50 and 500,495.0,139.0,Good,Electronics,Mobiles&Accessories,-0.7191919191919192
375,more than 500,16999.0,3999.0,Good,Electronics,WearableTechnology,-0.7647508676980999
376,more than 500,5999.0,2998.0,Good,Electronics,WearableTechnology,-0.5002500416736123
377,between 50 and 500,349.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.4297994269340974
378,more than 500,18999.0,15499.0,Good,Electronics,Mobiles&Accessories,-0.18422022211695352
379,more than 500,999.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
380,more than 500,19999.0,1799.0,Good,Electronics,WearableTechnology,-0.9100455022751137
381,more than 500,11999.0,8999.0,Fair,Electronics,Mobiles&Accessories,-0.2500208350695891
382,more than 500,1699.0,873.0,Good,Electronics,Mobiles&Accessories,-0.4861683343143025
383,more than 500,15999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.18751171948246764
384,more than 500,1599.0,539.0,Fair,Electronics,Mobiles&Accessories,-0.6629143214509068
385,more than 500,9999.0,1999.0,Good,Electronics,WearableTechnology,-0.8000800080008
386,more than 500,20990.0,15490.0,Good,Electronics,Mobiles&Accessories,-0.26202953787517863
387,more than 500,24999.0,19999.0,Fair,Electronics,Mobiles&Accessories,-0.2000080003200128
388,more than 500,1699.0,1075.0,Good,Electronics,Mobiles&Accessories,-0.36727486756915834
389,more than 500,699.0,399.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.4291845493562232
390,more than 500,3990.0,1999.0,Fair,Electronics,WearableTechnology,-0.49899749373433583
391,more than 500,7990.0,1999.0,Fair,Electronics,WearableTechnology,-0.7498122653316646
392,more than 500,699.0,329.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5293276108726752
393,between 50 and 500,399.0,154.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6140350877192983
394,more than 500,34999.0,28999.0,Good,Electronics,Mobiles&Accessories,-0.1714334695277008
395,more than 500,7990.0,2299.0,Good,Electronics,WearableTechnology,-0.7122653316645807
396,more than 500,1999.0,399.0,Fair,Electronics,Mobiles&Accessories,-0.80040020010005
397,more than 500,3999.0,1149.0,Good,Electronics,Accessories,-0.7126781695423856
398,more than 500,1499.0,529.0,Good,Electronics,Mobiles&Accessories,-0.6470980653769179
399,more than 500,19499.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.28206574696138265
400,more than 500,999.0,379.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6206206206206206
401,more than 500,19999.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.3000150007500375
402,more than 500,9999.0,3999.0,Good,Electronics,WearableTechnology,-0.6000600060006
403,more than 500,1000.0,149.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.851
404,between 50 and 500,499.0,99.0,Good,Electronics,Mobiles&Accessories,-0.8016032064128257
405,more than 500,15990.0,4790.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.7004377736085053
406,more than 500,33999.0,33999.0,Good,Electronics,Mobiles&Accessories,0.0
407,more than 500,999.0,99.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.9009009009009009
408,more than 500,1900.0,299.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8426315789473684
409,more than 500,14999.0,10999.0,Good,Electronics,Mobiles&Accessories,-0.26668444562970867
410,more than 500,38999.0,34999.0,Good,Electronics,Mobiles&Accessories,-0.10256673248032001
411,more than 500,24999.0,16999.0,Good,Electronics,Mobiles&Accessories,-0.32001280051202047
412,between 50 and 500,499.0,199.0,Good,Electronics,Mobiles&Accessories,-0.6012024048096193
413,more than 500,1599.0,999.0,Fair,Electronics,Mobiles&Accessories,-0.37523452157598497
414,more than 500,1599.0,1299.0,Fair,Electronics,Mobiles&Accessories,-0.18761726078799248
415,more than 500,1800.0,599.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6672222222222223
416,more than 500,1899.0,599.0,Good,Electronics,Accessories,-0.6845708267509215
417,more than 500,2499.0,1799.0,Good,Electronics,Mobiles&Accessories,-0.2801120448179272
418,between 50 and 500,499.0,176.63,Good,Computers&Accessories,Accessories&Peripherals,-0.6460320641282565
419,more than 500,14999.0,10999.0,Good,Electronics,Mobiles&Accessories,-0.26668444562970867
420,more than 500,7990.0,2999.0,Good,Electronics,WearableTechnology,-0.6246558197747184
421,more than 500,7990.0,1999.0,Fair,Electronics,WearableTechnology,-0.7498122653316646
422,between 50 and 500,299.0,229.0,Good,Computers&Accessories,Accessories&Peripherals,-0.23411371237458195
423,between 50 and 500,299.0,199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.33444816053511706
424,more than 500,999.0,649.0,Good,Electronics,Mobiles&Accessories,-0.35035035035035034
425,more than 500,19499.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.28206574696138265
426,between 50 and 500,299.0,119.0,Good,Electronics,Mobiles&Accessories,-0.6020066889632107
427,more than 500,17999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.27779321073392965
428,between 50 and 500,339.0,154.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5457227138643068
429,more than 500,26999.0,20999.0,Fair,Electronics,Mobiles&Accessories,-0.22223045297973998
430,more than 500,649.0,249.0,Fair,Electronics,Mobiles&Accessories,-0.6163328197226502
431,between 50 and 500,171.0,99.0,Good,Electronics,Mobiles&Accessories,-0.42105263157894735
432,more than 500,1999.0,489.0,Fair,Electronics,Mobiles&Accessories,-0.7553776888444222
433,more than 500,1600.0,369.0,Fair,Electronics,Accessories,-0.769375
434,more than 500,20999.0,15499.0,Good,Electronics,Mobiles&Accessories,-0.26191723415400736
435,more than 500,18999.0,15499.0,Good,Electronics,Mobiles&Accessories,-0.18422022211695352
436,more than 500,28999.0,22999.0,Fair,Electronics,Mobiles&Accessories,-0.20690368633401152
437,more than 500,1490.0,599.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.5979865771812081
438,more than 500,699.0,134.0,Good,Electronics,Mobiles&Accessories,-0.8082975679542204
439,more than 500,7999.0,7499.0,Fair,Electronics,Mobiles&Accessories,-0.06250781347668459
440,more than 500,2199.0,1149.0,Good,Electronics,Mobiles&Accessories,-0.47748976807639837
441,more than 500,1699.0,1324.0,Fair,Electronics,Mobiles&Accessories,-0.22071806945261918
442,more than 500,19999.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.3000150007500375
443,more than 500,799.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6257822277847309
444,more than 500,1599.0,999.0,Fair,Electronics,Mobiles&Accessories,-0.37523452157598497
445,more than 500,17999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.27779321073392965
446,more than 500,20990.0,15490.0,Good,Electronics,Mobiles&Accessories,-0.26202953787517863
447,more than 500,2899.0,999.0,Excellent,Electronics,Mobiles&Accessories,-0.6553984132459468
448,more than 500,4999.0,1599.0,Fair,Electronics,WearableTechnology,-0.6801360272054411
449,more than 500,1699.0,1324.0,Fair,Electronics,Mobiles&Accessories,-0.22071806945261918
450,more than 500,29990.0,20999.0,Good,Electronics,Mobiles&Accessories,-0.2997999333111037
451,more than 500,1999.0,999.0,Good,Electronics,Mobiles&Accessories,-0.5002501250625313
452,more than 500,15990.0,12490.0,Good,Electronics,Mobiles&Accessories,-0.2188868042526579
453,more than 500,21990.0,17999.0,Fair,Electronics,Mobiles&Accessories,-0.18149158708503865
454,more than 500,899.0,350.0,Good,Computers&Accessories,Accessories&Peripherals,-0.610678531701891
455,more than 500,1630.0,1399.0,Fair,Electronics,Mobiles&Accessories,-0.14171779141104293
456,between 50 and 500,399.0,159.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6015037593984962
457,more than 500,6990.0,1499.0,Fair,Electronics,WearableTechnology,-0.7855507868383405
458,more than 500,7990.0,1999.0,Fair,Electronics,WearableTechnology,-0.7498122653316646
459,more than 500,2899.0,999.0,Excellent,Electronics,Mobiles&Accessories,-0.6553984132459468
460,more than 500,5999.0,2099.0,Good,Electronics,Mobiles&Accessories,-0.6501083513918986
461,more than 500,699.0,337.0,Good,Electronics,Mobiles&Accessories,-0.5178826895565093
462,more than 500,7990.0,2999.0,Good,Electronics,WearableTechnology,-0.6246558197747184
463,more than 500,5999.0,1299.0,Fair,Electronics,WearableTechnology,-0.7834639106517753
464,between 50 and 500,399.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.12531328320802004
465,more than 500,20990.0,16499.0,Fair,Electronics,Mobiles&Accessories,-0.21395902810862316
466,between 50 and 500,499.0,499.0,Good,Electronics,"Headphones,Earbuds&Accessories",0.0
467,more than 500,1799.0,970.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4608115619788771
468,more than 500,2899.0,999.0,Excellent,Electronics,Mobiles&Accessories,-0.6553984132459468
469,more than 500,13499.0,10499.0,Good,Electronics,Mobiles&Accessories,-0.22223868434698868
470,between 50 and 500,399.0,249.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.37593984962406013
471,more than 500,999.0,251.0,Fair,Electronics,Mobiles&Accessories,-0.7487487487487487
472,between 50 and 500,499.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6012024048096193
473,more than 500,7999.0,6499.0,Good,Electronics,Mobiles&Accessories,-0.18752344043005376
474,more than 500,9999.0,2999.0,Good,Electronics,WearableTechnology,-0.7000700070007001
475,more than 500,1499.0,279.0,Good,Electronics,Mobiles&Accessories,-0.8138759172781854
476,more than 500,1499.0,269.0,Good,Electronics,Mobiles&Accessories,-0.8205470313542361
477,more than 500,13499.0,8999.0,Fair,Electronics,Mobiles&Accessories,-0.333358026520483
478,between 50 and 500,199.0,59.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7035175879396985
479,more than 500,1299.0,599.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.5388760585065435
480,more than 500,999.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.6506506506506506
481,more than 500,19499.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.28206574696138265
482,more than 500,999.0,349.0,Fair,Electronics,Mobiles&Accessories,-0.6506506506506506
483,more than 500,599.0,499.0,Good,Electronics,Mobiles&Accessories,-0.1669449081803005
484,more than 500,9999.0,2199.0,Good,Electronics,WearableTechnology,-0.7800780078007801
485,between 50 and 500,499.0,95.0,Good,Electronics,Mobiles&Accessories,-0.8096192384769539
486,between 50 and 500,249.0,139.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.44176706827309237
487,more than 500,7999.0,4499.0,Fair,Electronics,WearableTechnology,-0.4375546943367921
488,more than 500,599.0,89.0,Good,Electronics,Mobiles&Accessories,-0.8514190317195326
489,more than 500,20999.0,15499.0,Good,Electronics,Mobiles&Accessories,-0.26191723415400736
490,more than 500,15999.0,13999.0,Fair,Electronics,Mobiles&Accessories,-0.12500781298831176
491,more than 500,4999.0,1999.0,Fair,Electronics,WearableTechnology,-0.6001200240048009
492,more than 500,5999.0,1399.0,Fair,Electronics,WearableTechnology,-0.7667944657442907
493,more than 500,999.0,599.0,Fair,Electronics,Mobiles&Accessories,-0.4004004004004004
494,more than 500,1099.0,199.0,Fair,Electronics,Mobiles&Accessories,-0.818926296633303
495,more than 500,6990.0,1799.0,Fair,Electronics,WearableTechnology,-0.7426323319027182
496,more than 500,6990.0,1499.0,Fair,Electronics,WearableTechnology,-0.7855507868383405
497,more than 500,29990.0,20999.0,Good,Electronics,Mobiles&Accessories,-0.2997999333111037
498,more than 500,13499.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.03703978072449811
499,more than 500,20999.0,16999.0,Good,Electronics,Mobiles&Accessories,-0.19048526120291442
500,more than 500,27990.0,19999.0,Good,Electronics,Mobiles&Accessories,-0.2854948195784209
501,more than 500,18999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.31580609505763463
502,more than 500,5999.0,2999.0,Good,Electronics,WearableTechnology,-0.5000833472245374
503,more than 500,999.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7007007007007007
504,more than 500,1999.0,970.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5147573786893447
505,more than 500,999.0,329.0,Good,Electronics,Mobiles&Accessories,-0.6706706706706707
506,more than 500,5999.0,1299.0,Fair,Electronics,WearableTechnology,-0.7834639106517753
507,more than 500,3500.0,1989.0,Good,Electronics,Accessories,-0.4317142857142857
508,more than 500,9999.0,1999.0,Good,Electronics,WearableTechnology,-0.8000800080008
509,more than 500,18999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.31580609505763463
510,more than 500,4999.0,1499.0,Fair,Electronics,WearableTechnology,-0.7001400280056012
511,more than 500,20999.0,16999.0,Good,Electronics,Mobiles&Accessories,-0.19048526120291442
512,more than 500,8499.0,1999.0,Good,Electronics,WearableTechnology,-0.7647958583362748
513,more than 500,6999.0,4999.0,Fair,Electronics,WearableTechnology,-0.2857551078725532
514,more than 500,666.66,99.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8514985149851498
515,more than 500,5999.0,2499.0,Fair,Electronics,WearableTechnology,-0.5834305717619603
516,more than 500,1630.0,1399.0,Fair,Electronics,Mobiles&Accessories,-0.14171779141104293
517,more than 500,9999.0,1499.0,Good,Electronics,WearableTechnology,-0.8500850085008501
518,more than 500,1900.0,899.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5268421052631579
519,more than 500,599.0,249.0,Fair,Electronics,Mobiles&Accessories,-0.5843071786310517
520,more than 500,1199.0,299.0,Good,Electronics,Mobiles&Accessories,-0.7506255212677231
521,between 50 and 500,499.0,79.0,Good,Electronics,Mobiles&Accessories,-0.8416833667334669
522,more than 500,15999.0,13999.0,Fair,Electronics,Mobiles&Accessories,-0.12500781298831176
523,more than 500,999.0,949.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.05005005005005005
524,between 50 and 500,499.0,99.0,Good,Electronics,Mobiles&Accessories,-0.8016032064128257
525,more than 500,7990.0,2499.0,Good,Electronics,WearableTechnology,-0.6872340425531915
526,more than 500,1999.0,689.0,Good,Electronics,Mobiles&Accessories,-0.655327663831916
527,more than 500,1899.0,499.0,Good,Electronics,Mobiles&Accessories,-0.7372301211163771
528,more than 500,999.0,299.0,Good,Electronics,Mobiles&Accessories,-0.7007007007007007
529,between 50 and 500,499.0,209.0,Fair,Electronics,Mobiles&Accessories,-0.5811623246492986
530,more than 500,12999.0,8499.0,Good,Electronics,Mobiles&Accessories,-0.34618047542118624
531,more than 500,3999.0,2179.0,Fair,Electronics,Mobiles&Accessories,-0.45511377844461115
532,more than 500,20999.0,16999.0,Good,Electronics,Mobiles&Accessories,-0.19048526120291442
533,more than 500,49999.0,44999.0,Good,Electronics,Mobiles&Accessories,-0.1000020000400008
534,more than 500,2999.0,2599.0,Fair,Electronics,Mobiles&Accessories,-0.13337779259753252
535,more than 500,6499.0,2799.0,Good,Electronics,WearableTechnology,-0.569318356670257
536,more than 500,2990.0,1399.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.5321070234113713
537,more than 500,2400.0,649.0,Good,Electronics,Accessories,-0.7295833333333334
538,more than 500,3990.0,799.0,Fair,Electronics,Mobiles&Accessories,-0.799749373433584
539,between 50 and 500,149.0,149.0,Good,Computers&Accessories,Accessories&Peripherals,0.0
540,more than 500,2100.0,799.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6195238095238095
541,more than 500,5299.0,3799.0,Fair,Electronics,Mobiles&Accessories,-0.28307227778826194
542,more than 500,1899.0,199.0,Fair,Electronics,Mobiles&Accessories,-0.8952080042127436
543,more than 500,32999.0,23999.0,Fair,Electronics,Mobiles&Accessories,-0.2727355374405285
544,more than 500,39990.0,29990.0,Good,Electronics,Mobiles&Accessories,-0.25006251562890724
545,more than 500,1999.0,281.0,Poor,Electronics,WearableTechnology,-0.8594297148574287
546,more than 500,11999.0,7998.0,Fair,Electronics,Mobiles&Accessories,-0.3334444537044754
547,more than 500,999.0,249.0,Good,Electronics,WearableTechnology,-0.7507507507507507
548,more than 500,599.0,299.0,Good,Electronics,Mobiles&Accessories,-0.5008347245409015
549,more than 500,1899.0,499.0,Good,Electronics,WearableTechnology,-0.7372301211163771
550,more than 500,3499.0,899.0,Poor,Electronics,WearableTechnology,-0.7430694484138325
551,more than 500,3499.0,1599.0,Fair,Electronics,Mobiles&Accessories,-0.543012289225493
552,more than 500,999.0,120.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8798798798798799
553,more than 500,6999.0,3999.0,Good,Electronics,WearableTechnology,-0.4286326618088298
554,more than 500,18999.0,12999.0,Good,Electronics,Mobiles&Accessories,-0.31580609505763463
555,more than 500,2599.0,1599.0,Good,Electronics,Mobiles&Accessories,-0.38476337052712584
556,more than 500,1199.0,699.0,Fair,Electronics,Mobiles&Accessories,-0.4170141784820684
557,more than 500,999.0,99.0,Good,Electronics,Mobiles&Accessories,-0.9009009009009009
558,more than 500,9999.0,7915.0,Good,Electronics,Mobiles&Accessories,-0.2084208420842084
559,more than 500,7999.0,1499.0,Good,Electronics,WearableTechnology,-0.8126015751968996
560,more than 500,1249.0,1055.0,Fair,Electronics,Mobiles&Accessories,-0.15532425940752603
561,more than 500,599.0,150.0,Good,Electronics,Mobiles&Accessories,-0.7495826377295493
562,more than 500,700.0,219.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6871428571428572
563,more than 500,1799.0,474.0,Good,Electronics,Mobiles&Accessories,-0.736520289049472
564,between 50 and 500,499.0,115.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7695390781563126
565,more than 500,599.0,239.0,Fair,Electronics,Mobiles&Accessories,-0.6010016694490818
566,more than 500,9499.0,7499.0,Good,Electronics,Mobiles&Accessories,-0.21054847878724076
567,more than 500,999.0,265.0,Fair,Electronics,WearableTechnology,-0.7347347347347347
568,more than 500,74999.0,37990.0,Good,Electronics,Mobiles&Accessories,-0.49345991279883733
569,between 50 and 500,499.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6012024048096193
570,between 50 and 500,399.0,179.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5513784461152882
571,more than 500,3999.0,1799.0,Excellent,Electronics,Mobiles&Accessories,-0.5501375343835959
572,more than 500,11999.0,8499.0,Fair,Electronics,Mobiles&Accessories,-0.291690974247854
573,more than 500,3999.0,1999.0,Fair,Electronics,WearableTechnology,-0.5001250312578145
574,more than 500,17999.0,3999.0,Good,Electronics,WearableTechnology,-0.777820990055003
575,between 50 and 500,499.0,219.0,Good,Electronics,Mobiles&Accessories,-0.561122244488978
576,more than 500,1399.0,599.0,Good,Electronics,Mobiles&Accessories,-0.5718370264474625
577,more than 500,2999.0,2499.0,Good,Electronics,Mobiles&Accessories,-0.16672224074691563
578,between 50 and 500,499.0,89.0,Good,Electronics,Mobiles&Accessories,-0.8216432865731463
579,more than 500,11999.0,2999.0,Good,Electronics,WearableTechnology,-0.7500625052087674
580,more than 500,1499.0,314.0,Good,Electronics,Mobiles&Accessories,-0.790527018012008
581,more than 500,19499.0,13999.0,Good,Electronics,Mobiles&Accessories,-0.28206574696138265
582,between 50 and 500,499.0,139.0,Good,Electronics,Mobiles&Accessories,-0.7214428857715431
583,more than 500,6999.0,2599.0,Good,Electronics,Mobiles&Accessories,-0.6286612373196171
584,more than 500,999.0,365.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6346346346346347
585,more than 500,4490.0,1499.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.6661469933184855
586,more than 500,9999.0,1998.0,Good,Electronics,WearableTechnology,-0.8001800180018002
