,price_classification,actual_price,discounted_price,rating_classification,category0,category1,percent
877,more than 500,5490.0,1890.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6557377049180327
878,between 50 and 500,100.0,90.0,Good,OfficeProducts,OfficePaperProducts,-0.1
879,more than 500,2790.0,1599.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.4268817204301075
880,more than 500,999.0,599.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.4004004004004004
881,more than 500,1208.0,507.0,Good,Computers&Accessories,NetworkingDevices,-0.5802980132450332
882,more than 500,899.0,425.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5272525027808677
883,more than 500,3999.0,1499.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6251562890722681
884,more than 500,2499.0,549.0,Good,Computers&Accessories,Accessories&Peripherals,-0.78031212484994
885,between 50 and 500,395.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4962025316455696
886,more than 500,1645.0,1295.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.2127659574468085
887,between 50 and 500,310.0,310.0,Good,Home&Kitchen,CraftMaterials,0.0
888,between 50 and 500,149.0,149.0,Good,Computers&Accessories,Accessories&Peripherals,0.0
889,more than 500,1499.0,1149.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2334889926617745
890,more than 500,1299.0,499.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6158583525789069
891,more than 500,4199.0,999.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.7620862110026196
892,more than 500,4000.0,1709.0,Good,Computers&Accessories,Components,-0.57275
893,between 50 and 500,250.0,250.0,Good,OfficeProducts,OfficePaperProducts,0.0
894,more than 500,2199.0,1199.0,Good,Computers&Accessories,NetworkingDevices,-0.45475216007276037
895,between 50 and 500,100.0,90.0,Good,Home&Kitchen,CraftMaterials,-0.1
896,more than 500,5999.0,2025.0,Good,Electronics,Mobiles&Accessories,-0.6624437406234372
897,more than 500,1995.0,1495.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2506265664160401
898,more than 500,2100.0,799.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6195238095238095
899,more than 500,1199.0,899.0,Fair,Electronics,HomeAudio,-0.25020850708924103
900,more than 500,999.0,349.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6506506506506506
901,more than 500,2499.0,900.0,Fair,Electronics,Mobiles&Accessories,-0.6398559423769508
902,more than 500,3990.0,2490.0,Good,Electronics,Cameras&Photography,-0.37593984962406013
903,between 50 and 500,200.0,116.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.42
904,between 50 and 500,230.0,200.0,Good,Home&Kitchen,CraftMaterials,-0.13043478260869565
905,more than 500,2796.0,1249.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5532904148783977
906,more than 500,999.0,649.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.35035035035035034
907,more than 500,3499.0,2649.0,Good,Computers&Accessories,Accessories&Peripherals,-0.2429265504429837
908,between 50 and 500,349.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4297994269340974
909,more than 500,723.0,596.0,Good,Computers&Accessories,"Printers,Inks&Accessories",-0.17565698478561548
910,more than 500,5999.0,2499.0,Good,Electronics,WearableTechnology,-0.5834305717619603
911,more than 500,12499.0,4999.0,Good,Electronics,HomeAudio,-0.6000480038403072
912,more than 500,1290.0,399.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6906976744186046
913,between 50 and 500,200.0,116.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.42
914,more than 500,5999.0,4499.0,Good,Electronics,Cameras&Photography,-0.2500416736122687
915,between 50 and 500,499.0,330.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.33867735470941884
916,more than 500,2499.0,649.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.740296118447379
917,more than 500,1599.0,1234.0,Good,Computers&Accessories,Accessories&Peripherals,-0.22826766729205752
918,more than 500,2990.0,1399.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.5321070234113713
919,between 50 and 500,320.0,272.0,Fair,OfficeProducts,OfficePaperProducts,-0.15
920,more than 500,999.0,99.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.9009009009009009
921,more than 500,3875.0,3498.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.09729032258064516
922,more than 500,19110.0,10099.0,Good,Computers&Accessories,Monitors,-0.4715332286760858
923,more than 500,999.0,449.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5505505505505506
924,between 50 and 500,150.0,150.0,Good,Toys&Games,Arts&Crafts,0.0
925,more than 500,1499.0,348.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7678452301534356
926,more than 500,2999.0,1199.0,Good,Computers&Accessories,NetworkingDevices,-0.6002000666888962
927,more than 500,899.0,397.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5583982202447163
928,between 50 and 500,349.0,154.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5587392550143266
929,more than 500,1490.0,699.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5308724832214765
930,more than 500,1999.0,1679.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.16008004002001
931,more than 500,1500.0,354.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.764
932,more than 500,5499.0,1199.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7819603564284415
933,more than 500,1499.0,379.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7471647765176784
934,more than 500,775.0,499.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.3561290322580645
935,more than 500,32000.0,10389.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.67534375
936,more than 500,1300.0,649.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5007692307692307
937,more than 500,1999.0,1199.0,Good,Computers&Accessories,NetworkingDevices,-0.400200100050025
938,more than 500,999.0,139.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.8608608608608609
939,more than 500,1999.0,889.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.5552776388194097
940,more than 500,2199.0,1409.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.3592542064574807
941,more than 500,1999.0,549.0,Good,Computers&Accessories,"Printers,Inks&Accessories",-0.7253626813406704
942,more than 500,1799.0,749.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5836575875486382
943,more than 500,845.0,329.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6106508875739645
944,more than 500,1099.0,379.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6551410373066424
945,more than 500,7999.0,5998.0,Good,Electronics,WearableTechnology,-0.2501562695336917
946,more than 500,1499.0,299.0,Good,Computers&Accessories,Accessories&Peripherals,-0.800533689126084
947,more than 500,1499.0,379.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7471647765176784
948,more than 500,2999.0,1399.0,Good,OfficeProducts,OfficePaperProducts,-0.5335111703901301
949,more than 500,1299.0,699.0,Good,Electronics,Cameras&Photography,-0.4618937644341801
950,between 50 and 500,300.0,300.0,Good,OfficeProducts,OfficePaperProducts,0.0
951,more than 500,1995.0,999.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4992481203007519
952,more than 500,535.0,535.0,Good,OfficeProducts,OfficeElectronics,0.0
953,more than 500,24999.0,13999.0,Good,Electronics,"HomeTheater,TV&Video",-0.4400176007040282
954,more than 500,1099.0,269.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7552320291173794
955,between 50 and 500,450.0,341.0,Good,OfficeProducts,OfficePaperProducts,-0.24222222222222223
956,more than 500,3999.0,2499.0,Good,Computers&Accessories,NetworkingDevices,-0.37509377344336087
957,more than 500,599.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.41736227045075125
958,more than 500,7005.0,5899.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.1578872234118487
959,more than 500,1199.0,699.0,Fair,Electronics,Mobiles&Accessories,-0.4170141784820684
960,more than 500,2999.0,1565.0,Fair,Computers&Accessories,NetworkingDevices,-0.47815938646215406
961,more than 500,799.0,326.0,Good,Electronics,Cameras&Photography,-0.5919899874843555
962,more than 500,999.0,120.0,Fair,Electronics,"Headphones,Earbuds&Accessories",-0.8798798798798799
963,more than 500,999.0,657.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.34234234234234234
964,more than 500,2895.0,1995.0,Excellent,Computers&Accessories,Accessories&Peripherals,-0.31088082901554404
965,more than 500,1500.0,1500.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,0.0
966,more than 500,3195.0,2640.0,Good,Computers&Accessories,Accessories&Peripherals,-0.17370892018779344
967,more than 500,6355.0,5299.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.16616837136113297
968,more than 500,699.0,263.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6237482117310443
969,more than 500,2999.0,1990.0,Good,Computers&Accessories,Accessories&Peripherals,-0.33644548182727574
970,more than 500,1499.0,1289.0,Good,Electronics,PowerAccessories,-0.1400933955970647
971,between 50 and 500,165.0,165.0,Good,OfficeProducts,OfficePaperProducts,0.0
972,more than 500,3499.0,1699.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5144326950557302
973,more than 500,7500.0,2299.0,Good,Electronics,Cameras&Photography,-0.6934666666666667
974,more than 500,700.0,219.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6871428571428572
975,less than 50,39.0,39.0,Fair,Computers&Accessories,Accessories&Peripherals,0.0
976,more than 500,37999.0,26999.0,Excellent,Computers&Accessories,Tablets,-0.28948130213953
977,more than 500,1990.0,1490.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.25125628140703515
978,more than 500,1949.0,398.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7957927142124166
979,more than 500,899.0,349.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6117908787541713
980,more than 500,1547.0,770.0,Good,Computers&Accessories,Accessories&Peripherals,-0.502262443438914
981,more than 500,1299.0,279.0,Fair,Electronics,Mobiles&Accessories,-0.7852193995381063
982,more than 500,599.0,249.0,Good,HomeImprovement,Electrical,-0.5843071786310517
983,between 50 and 500,499.0,115.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.7695390781563126
984,between 50 and 500,230.0,230.0,Good,Home&Kitchen,CraftMaterials,0.0
985,more than 500,999.0,399.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6006006006006006
986,more than 500,700.0,599.0,Good,Computers&Accessories,Accessories&Peripherals,-0.1442857142857143
987,more than 500,1150.0,598.0,Good,Computers&Accessories,"Printers,Inks&Accessories",-0.48
988,more than 500,1499.0,399.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.733822548365577
989,more than 500,1299.0,499.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6158583525789069
990,between 50 and 500,499.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.6012024048096193
991,more than 500,1090.0,579.0,Good,Computers&Accessories,Accessories&Peripherals,-0.4688073394495413
992,between 50 and 500,399.0,179.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5513784461152882
993,between 50 and 500,100.0,90.0,Good,OfficeProducts,OfficePaperProducts,-0.1
994,more than 500,1999.0,899.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5502751375687844
995,more than 500,1800.0,1149.0,Good,Computers&Accessories,Accessories&Peripherals,-0.3616666666666667
996,between 50 and 500,499.0,249.0,Good,Computers&Accessories,Accessories&Peripherals,-0.501002004008016
997,less than 50,39.0,39.0,Fair,Computers&Accessories,Accessories&Peripherals,0.0
998,more than 500,3599.0,1599.0,Good,Computers&Accessories,NetworkingDevices,-0.5557099194220617
999,more than 500,3990.0,1199.0,Good,Electronics,HomeAudio,-0.699498746867168
1000,between 50 and 500,499.0,209.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.5811623246492986
1001,more than 500,1499.0,1099.0,Good,Computers&Accessories,Accessories&Peripherals,-0.266844563042028
1002,between 50 and 500,120.0,120.0,Good,OfficeProducts,OfficePaperProducts,0.0
1003,more than 500,3499.0,1519.0,Good,Computers&Accessories,Accessories&Peripherals,-0.5658759645613032
1004,between 50 and 500,420.0,420.0,Good,OfficeProducts,OfficePaperProducts,0.0
1005,between 50 and 500,225.0,225.0,Good,OfficeProducts,OfficePaperProducts,0.0
1006,more than 500,799.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7509386733416771
1007,more than 500,3999.0,1799.0,Excellent,Electronics,Mobiles&Accessories,-0.5501375343835959
1008,more than 500,9625.0,8349.0,Fair,Computers&Accessories,"Printers,Inks&Accessories",-0.13257142857142856
1009,more than 500,6100.0,3307.0,Good,Computers&Accessories,Components,-0.4578688524590164
1010,more than 500,1299.0,325.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7498075442648191
1011,more than 500,1300.0,449.0,Good,Computers&Accessories,ExternalDevices&DataStorage,-0.6546153846153846
1012,between 50 and 500,400.0,380.0,Good,Electronics,GeneralPurposeBatteries&BatteryChargers,-0.05
1013,more than 500,1399.0,499.0,Fair,Computers&Accessories,Accessories&Peripherals,-0.6433166547533953
1014,more than 500,59890.0,37247.0,Fair,Computers&Accessories,Laptops,-0.37807647353481383
1015,more than 500,2490.0,849.0,Good,Electronics,"Headphones,Earbuds&Accessories",-0.6590361445783133
1016,more than 500,1999.0,799.0,Fair,Electronics,HomeAudio,-0.6003001500750376
1017,more than 500,6999.0,2599.0,Good,Electronics,Mobiles&Accessories,-0.6286612373196171
1018,more than 500,999.0,199.0,Good,Computers&Accessories,Accessories&Peripherals,-0.8008008008008008
1019,more than 500,800.0,269.0,Fair,Computers&Accessories,NetworkingDevices,-0.66375
1020,more than 500,999.0,298.0,Good,Computers&Accessories,Accessories&Peripherals,-0.7017017017017017
1021,more than 500,2999.0,1499.0,Good,Electronics,HomeAudio,-0.5001667222407469
1022,more than 500,1245.0,649.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.478714859437751
1023,more than 500,1695.0,1199.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2926253687315634
1024,more than 500,2000.0,1199.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4005
1025,more than 500,999.0,455.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5445445445445446
1026,more than 500,1999.0,199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.9004502251125562
1027,between 50 and 500,499.0,293.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.41282565130260523
1028,between 50 and 500,495.0,199.0,Good,Home&Kitchen,Kitchen&Dining,-0.597979797979798
1029,more than 500,1245.0,749.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.39839357429718875
1030,more than 500,1549.0,1399.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.09683666881859264
1031,more than 500,1445.0,749.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.48166089965397924
1032,more than 500,3193.0,1699.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.46789852803006576
1033,more than 500,1345.0,1043.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2245353159851301
1034,more than 500,999.0,499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5005005005005005
1035,more than 500,1650.0,1464.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.11272727272727273
1036,between 50 and 500,499.0,249.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.501002004008016
1037,more than 500,1400.0,625.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5535714285714286
1038,more than 500,2500.0,1290.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.484
1039,more than 500,6190.0,3600.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4184168012924071
1040,more than 500,13999.0,6549.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5321808700621473
1041,more than 500,2995.0,1625.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4574290484140234
1042,more than 500,5890.0,2599.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5587436332767403
1043,more than 500,2000.0,1199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4005
1044,more than 500,13150.0,5499.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5818250950570342
1045,more than 500,3500.0,1299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6288571428571429
1046,more than 500,785.0,599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.23694267515923567
1047,more than 500,3210.0,1999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.37725856697819315
1048,more than 500,1000.0,549.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.451
1049,more than 500,2000.0,999.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5005
1050,more than 500,1999.0,398.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.8009004502251126
1051,more than 500,720.0,539.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2513888888888889
1052,more than 500,1595.0,699.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.561755485893417
1053,more than 500,3645.0,2148.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.41069958847736626
1054,more than 500,7950.0,3599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5472955974842767
1055,more than 500,999.0,351.0,Fair,Home&Kitchen,HomeStorage&Organization,-0.6486486486486487
1056,more than 500,1745.0,1614.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.07507163323782234
1057,more than 500,1295.0,719.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.44478764478764476
1058,more than 500,1499.0,678.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5476984656437625
1059,more than 500,1545.0,809.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.47637540453074434
1060,more than 500,5000.0,1969.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6062
1061,more than 500,1695.0,1490.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.12094395280235988
1062,more than 500,3945.0,2499.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3665399239543726
1063,more than 500,2099.0,1665.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2067651262505955
1064,more than 500,5295.0,3229.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.39017941454202076
1065,more than 500,3595.0,1799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4995827538247566
1066,more than 500,1699.0,1260.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2583872866391995
1067,more than 500,1129.0,749.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3365810451727192
1068,more than 500,5795.0,3499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.39620362381363244
1069,more than 500,999.0,379.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6206206206206206
1070,more than 500,2400.0,1099.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5420833333333334
1071,more than 500,1299.0,749.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.42340261739799845
1072,more than 500,1299.0,1299.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1073,more than 500,1090.0,549.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4963302752293578
1074,more than 500,2000.0,899.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5505
1075,more than 500,1545.0,1321.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.14498381877022654
1076,more than 500,1999.0,1099.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4502251125562781
1077,more than 500,875.0,775.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.11428571428571428
1078,more than 500,15270.0,6299.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5874918140144073
1079,more than 500,4195.0,3190.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.2395709177592372
1080,more than 500,1989.0,799.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5982905982905983
1081,more than 500,5000.0,2699.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.4602
1082,more than 500,990.0,599.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.39494949494949494
1083,more than 500,1111.0,749.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.3258325832583258
1084,more than 500,10400.0,6199.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4039423076923077
1085,more than 500,2490.0,1819.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.26947791164658635
1086,more than 500,1900.0,1199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.36894736842105263
1087,more than 500,6295.0,3249.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.48387609213661636
1088,more than 500,999.0,349.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6506506506506506
1089,more than 500,1699.0,1049.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3825779870512066
1090,more than 500,1500.0,799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4673333333333333
1091,more than 500,9650.0,4999.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.48196891191709845
1092,more than 500,10590.0,6999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.33909348441926346
1093,more than 500,1999.0,799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6003001500750376
1094,between 50 and 500,89.0,89.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1095,more than 500,2485.0,1400.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.43661971830985913
1096,more than 500,899.0,355.0,Good,Home&Kitchen,HomeStorage&Organization,-0.6051167964404894
1097,more than 500,3279.0,2169.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.33851784080512354
1098,more than 500,3799.0,2799.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.26322716504343247
1099,more than 500,1249.0,899.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.28022417934347477
1100,more than 500,5000.0,2499.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5002
1101,more than 500,7299.0,3599.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.5069187559939717
1102,more than 500,625.0,499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2016
1103,more than 500,1020.0,653.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.35980392156862745
1104,more than 500,8990.0,4789.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4672969966629588
1105,more than 500,1639.0,1409.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.1403294691885296
1106,more than 500,899.0,753.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.16240266963292546
1107,more than 500,1199.0,353.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.7055879899916597
1108,more than 500,1899.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.421274354923644
1109,more than 500,11595.0,8799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.24113842173350583
1110,more than 500,1750.0,1345.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.23142857142857143
1111,more than 500,2095.0,2095.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1112,more than 500,2300.0,1498.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.348695652173913
1113,more than 500,2990.0,2199.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2645484949832776
1114,more than 500,4295.0,3699.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.13876600698486613
1115,between 50 and 500,199.0,177.0,Good,Home&Kitchen,HomeStorage&Organization,-0.11055276381909548
1116,more than 500,2499.0,1149.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5402160864345739
1117,between 50 and 500,499.0,244.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.5110220440881763
1118,more than 500,2400.0,1959.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.18375
1119,more than 500,749.0,319.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.5740987983978638
1120,more than 500,1775.0,1499.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.15549295774647887
1121,more than 500,1599.0,469.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.7066916823014384
1122,more than 500,1795.0,1099.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.38774373259052924
1123,more than 500,15999.0,9590.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4005875367210451
1124,more than 500,1490.0,999.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.3295302013422819
1125,more than 500,1999.0,1299.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.3501750875437719
1126,between 50 and 500,499.0,292.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4148296593186373
1127,between 50 and 500,299.0,160.0,Excellent,Home&Kitchen,Kitchen&HomeAppliances,-0.46488294314381273
1128,more than 500,600.0,600.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1129,more than 500,1130.0,1130.0,Good,Home&Kitchen,Kitchen&HomeAppliances,0.0
1130,more than 500,6295.0,3249.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.48387609213661636
1131,more than 500,9455.0,3599.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.6193548387096774
1132,more than 500,699.0,368.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.47353361945636624
1133,more than 500,4999.0,3199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.36007201440288056
1134,more than 500,2900.0,1599.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.44862068965517243
1135,more than 500,2499.0,1999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2000800320128051
1136,more than 500,1190.0,616.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.4823529411764706
1137,more than 500,2100.0,1499.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.2861904761904762
1138,between 50 and 500,499.0,199.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.6012024048096193
1139,more than 500,825.0,610.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2606060606060606
1140,more than 500,1499.0,999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.333555703802535
1141,more than 500,9995.0,8999.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.09964982491245623
1142,more than 500,999.0,453.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5465465465465466
1143,more than 500,6000.0,2464.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.5893333333333334
1144,more than 500,3945.0,2719.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.31077313054499367
1145,more than 500,1999.0,1439.0,Excellent,Home&Kitchen,"Heating,Cooling&AirQuality",-0.2801400700350175
1146,more than 500,3499.0,2799.0,Good,Home&Kitchen,Kitchen&HomeAppliances,-0.20005715918833952
1147,more than 500,5550.0,2088.0,Fair,Home&Kitchen,"Heating,Cooling&AirQuality",-0.6237837837837837
1148,more than 500,4590.0,2399.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.47734204793028323
1149,between 50 and 500,499.0,308.0,Fair,Home&Kitchen,Kitchen&HomeAppliances,-0.38276553106212424
1150,more than 500,4400.0,2599.0,Good,Home&Kitchen,"Heating,Cooling&AirQuality",-0.4093181818181818
